
Alg,Bubble,N,10,Comps,0,swaps,10,gets,0,sets,0,total,10,sorted,false
Alg,Bubble,N,10,Comps,90,swaps,36,gets,0,sets,0,total,126,sorted,true

Alg,Quick,N,10,Comps,0,swaps,10,gets,0,sets,0,total,10,sorted,false
1 9 6 2 8 4 0 5 7 3 
Alg,Quick,N,10,Comps,2,swaps,10,gets,33,sets,33,total,78,sorted,true
0 1 2 3 4 5 6 7 8 9 

Alg,Bubble,N,100,Comps,9900,swaps,2714,gets,0,sets,0,total,12614,sorted,true

Alg,Bubble,N,200,Comps,39800,swaps,10372,gets,0,sets,0,total,50172,sorted,true

Alg,Bubble,N,300,Comps,89700,swaps,23460,gets,0,sets,0,total,113160,sorted,true

Alg,Bubble,N,400,Comps,159600,swaps,38542,gets,0,sets,0,total,198142,sorted,true

Alg,Bubble,N,500,Comps,249500,swaps,66842,gets,0,sets,0,total,316342,sorted,true

Alg,Bubble,N,600,Comps,359400,swaps,93603,gets,0,sets,0,total,453003,sorted,true

Alg,Bubble,N,700,Comps,489300,swaps,130034,gets,0,sets,0,total,619334,sorted,true

Alg,Bubble,N,800,Comps,639200,swaps,165960,gets,0,sets,0,total,805160,sorted,true

Alg,Bubble,N,900,Comps,809100,swaps,217274,gets,0,sets,0,total,1026374,sorted,true

Alg,Bubble,N,1000,Comps,999000,swaps,262765,gets,0,sets,0,total,1261765,sorted,true

Alg,Quick,N,100,Comps,17,swaps,109,gets,712,sets,712,total,1550,sorted,true

Alg,Quick,N,200,Comps,33,swaps,217,gets,1935,sets,1935,total,4120,sorted,true

Alg,Quick,N,300,Comps,50,swaps,325,gets,2881,sets,2881,total,6137,sorted,true

Alg,Quick,N,400,Comps,66,swaps,428,gets,4135,sets,4135,total,8764,sorted,true

Alg,Quick,N,500,Comps,81,swaps,539,gets,5090,sets,5090,total,10800,sorted,true

Alg,Quick,N,600,Comps,95,swaps,643,gets,6215,sets,6215,total,13168,sorted,true

Alg,Quick,N,700,Comps,112,swaps,758,gets,6748,sets,6748,total,14366,sorted,true

Alg,Quick,N,800,Comps,140,swaps,864,gets,8429,sets,8429,total,17862,sorted,true

Alg,Quick,N,900,Comps,132,swaps,973,gets,11234,sets,11234,total,23573,sorted,true

Alg,Quick,N,1000,Comps,143,swaps,1076,gets,11499,sets,11499,total,24217,sorted,true
